pclass,survived,sex,age,sibsp,parch,ticket,fare,cabin,embarked,boat,body,home.dest
3rd,1,male,0.833299994,0,1,392091,9.35000038,,Southampton,11,NA,"London, England Norfolk, VA"
3rd,1,female,18,0,1,392091,9.35000038,,Southampton,13,NA,"London, England Norfolk, VA"
3rd,1,male,26,0,0,2699,18.7875004,,Cherbourg,15,NA,"Syria Fredericksburg, VA"
3rd,0,male,26,0,0,3474,7.88749981,,Southampton,,NA,"England Albion, NY"
3rd,0,male,20,0,0,SOTON/O2 3101287,7.92500019,,Southampton,,NA,"Salo, Finland Astoria, OR"
3rd,0,male,24,0,0,SOTON/O.Q. 3101311,7.05000019,,Southampton,,NA,
3rd,0,male,25,0,0,SOTON/O.Q. 3101312,7.05000019,,Southampton,,79,Argentina
3rd,0,male,35,0,0,373450,8.05000019,,Southampton,,NA,"Lower Clapton, Middlesex or Erd"
3rd,0,male,18,0,0,2223,8.30000019,,Southampton,,259,"Windsor, England New York, NY"
3rd,0,male,32,0,0,C 4001,22.5249996,,Southampton,,260,"Bergen, Norway"
3rd,1,female,19,1,0,350046,7.85419989,,Southampton,16,NA,
3rd,0,male,4,4,2,347082,31.2749996,,Southampton,,NA,"Sweden Winnipeg, MN"
3rd,0,female,6,4,2,347082,31.2749996,,Southampton,,NA,"Sweden Winnipeg, MN"
3rd,0,female,2,4,2,347082,31.2749996,,Southampton,,NA,"Sweden Winnipeg, MN"
3rd,1,female,17,4,2,3101281,7.92500019,,Southampton,D,NA,"Ruotsinphyhtaa, Finland New Yor"
3rd,0,female,38,4,2,347091,7.7750001,,Southampton,,NA,"Vadsbro, Sweden Ministee, MI"
3rd,0,female,9,4,2,347082,31.2749996,,Southampton,,NA,"Sweden Winnipeg, MN"
3rd,0,female,11,4,2,347082,31.2749996,,Southampton,,NA,"Sweden Winnipeg, MN"
3rd,0,male,39,1,5,347082,31.2749996,,Southampton,,NA,"Sweden Winnipeg, MN"
3rd,1,male,27,0,0,350043,7.79580021,,Southampton,A,NA,
3rd,0,male,26,0,0,347075,7.7750001,,Southampton,,NA,"Hartford, CT"
3rd,0,female,39,1,5,347082,31.2749996,,Southampton,,NA,"Sweden Winnipeg, MN"
3rd,0,male,20,0,0,347466,7.85419989,,Southampton,,NA,"Sweden Chicago, IL"
3rd,0,male,26,0,0,349202,7.89580011,,Southampton,,NA,"Bulgaria Chicago, IL"
3rd,0,male,25,1,0,349237,17.7999992,,Southampton,,NA,"Altdorf, Switzerland"
3rd,0,female,18,1,0,349237,17.7999992,,Southampton,,NA,"Altdorf, Switzerland"
3rd,0,male,24,0,0,349911,7.7750001,,Southampton,,NA,"Sweden Joliet, IL"
3rd,0,male,35,0,0,SOTON/O.Q. 3101310,7.05000019,,Southampton,,NA,
3rd,0,male,5,4,2,347077,31.3875008,,Southampton,,NA,"Sweden  Worcester, MA"
3rd,0,male,9,4,2,347077,31.3875008,,Southampton,,NA,"Sweden Worcester, MA"
3rd,1,male,3,4,2,347077,31.3875008,,Southampton,15,NA,"Sweden Worcester, MA"
3rd,0,male,13,4,2,347077,31.3875008,,Southampton,,NA,"Sweden Worcester, MA"
3rd,1,female,5,4,2,347077,31.3875008,,Southampton,15,NA,"Sweden Worcester, MA"
3rd,0,male,40,1,5,347077,31.3875008,,Southampton,,142,"Sweden  Worcester, MA"
3rd,1,male,23,0,0,350054,7.79580021,,Southampton,13,NA,"Oskarshamn, Sweden Minneapolis,"
3rd,1,female,38,1,5,347077,31.3875008,,Southampton,15,NA,"Sweden  Worcester, MA"
3rd,1,female,45,0,0,2696,7.2249999,,Cherbourg,C,NA,"Ottawa, ON"
3rd,0,male,21,0,0,2692,7.2249999,,Cherbourg,,NA,"Ottawa, ON"
3rd,0,male,23,0,0,SOTON/O.Q. 3101309,7.05000019,,Southampton,,NA,
3rd,0,female,17,0,0,2627,14.4582996,,Cherbourg,,NA,
3rd,0,male,30,0,0,2694,7.2249999,,Cherbourg,,NA,"Ottawa, ON"
3rd,0,male,23,0,0,347468,7.85419989,,Southampton,,NA,"Krakoryd, Sweden Bloomington, I"
3rd,1,female,13,0,0,2687,7.22919989,,Cherbourg,C,NA,"Syria Youngstown, OH"
3rd,0,male,20,0,0,2679,7.2249999,,Cherbourg,,NA,
3rd,0,male,32,1,0,3101278,15.8500004,,Southampton,D,NA,"Ruotsinphytaa, Finland New York"
3rd,1,female,33,3,0,3101278,15.8500004,,Southampton,,NA,"Ruotsinphytaa, Finland New York"
3rd,1,female,0.75,2,1,2666,19.2583008,,Cherbourg,C,NA,"Syria New York, NY"
3rd,1,female,0.75,2,1,2666,19.2583008,,Cherbourg,C,NA,"Syria New York, NY"
3rd,1,female,5,2,1,2666,19.2583008,,Cherbourg,C,NA,"Syria New York, NY"
3rd,1,female,24,0,3,2666,19.2583008,,Cherbourg,C,NA,"Syria New York, NY"
3rd,1,female,18,0,0,A/4 31416,8.05000019,,Southampton,C,NA,"London Skanteales, NY"
3rd,0,male,40,0,0,2623,7.2249999,,Cherbourg,,NA,
3rd,0,male,26,0,0,349248,7.89580011,,Southampton,,NA,
3rd,1,male,20,0,0,2663,7.22919989,,Cherbourg,15,NA,
3rd,0,female,18,0,1,2691,14.4541998,,Cherbourg,,NA,"Syria Ottawa, ON"
3rd,0,female,45,0,1,2691,14.4541998,,Cherbourg,,NA,"Syria Ottawa, ON"
3rd,0,female,27,0,0,330844,7.87919998,,Queenstown,,NA,"New York, NY"
3rd,0,male,22,0,0,324669,8.05000019,,Southampton,,NA,"England New York, NY"
3rd,0,male,19,0,0,323951,8.05000019,,Southampton,,NA,England
3rd,0,male,26,0,0,347068,7.7750001,,Southampton,,NA,"Krakudden, Sweden Moune, IL"
3rd,0,male,22,0,0,PP 4348,9.35000038,,Southampton,,NA,"Tranvik, Finland New York"
3rd,0,male,NA,0,0,2622,7.22919989,,Cherbourg,,NA,
3rd,0,male,20,0,0,2648,4.01249981,,Cherbourg,,NA,Syria
3rd,1,male,32,0,0,1601,56.4958,,Southampton,C,NA,"Hong Kong New York, NY"
3rd,0,male,21,0,0,312992,7.7750001,,Southampton,,NA,"Brennes, Norway New York"
3rd,0,male,18,0,0,347090,7.75,,Southampton,,NA,"Stockholm, Sweden New York"
3rd,0,male,26,0,0,349224,7.89580011,,Southampton,,NA,"Bulgaria Chicago, IL"
3rd,0,male,6,1,1,2678,15.2458,,Cherbourg,,NA,"Syria Kent, ON"
3rd,0,female,9,1,1,2678,15.2458,,Cherbourg,,NA,"Syria Kent, ON"
3rd,0,male,NA,0,0,2664,7.2249999,,Cherbourg,,NA,Syria
3rd,0,female,NA,0,2,2678,15.2458,,Cherbourg,,NA,"Syria Kent, ON"
3rd,0,female,NA,0,2,364848,7.75,,Queenstown,,NA,"Ireland Chicago, IL"
3rd,0,male,40,1,1,364849,15.5,,Queenstown,,NA,"Ireland Chicago, IL"
3rd,0,female,32,1,1,364849,15.5,,Queenstown,,NA,"Ireland Chicago, IL"
3rd,0,male,21,0,0,54636,16.1000004,,Southampton,,NA,"Treherbert, Cardiff, Wales"
3rd,1,female,22,0,0,334914,7.7249999,,Queenstown,13,NA,"Kingwilliamstown, Co Cork, Irel"
3rd,0,female,20,0,0,347471,7.85419989,,Southampton,,NA,"Medeltorp, Sweden Chicago, IL"
3rd,0,male,29,1,0,3460,7.04580021,,Southampton,,NA,"Bridgerule, Devon"
3rd,0,male,22,1,0,A/5 21171,7.25,,Southampton,,NA,"Bridgerule, Devon"
3rd,0,male,22,0,0,350045,7.79580021,,Southampton,,NA,"Sweden Worcester, MA"
3rd,0,male,35,0,0,364512,8.05000019,,Southampton,,NA,"Broomfield, Chelmsford, England"
3rd,0,female,18.5,0,0,329944,7.28329992,,Queenstown,,299,"Co Cork, Ireland Roxbury, MA"
3rd,1,male,21,0,0,330920,7.82079983,,Queenstown,13,NA,"Kingwilliamstown, Co Cork, Irel"
3rd,0,male,19,0,0,365222,6.75,,Queenstown,,NA,"Co Cork, Ireland Charlestown, M"
3rd,0,female,18,0,0,330963,7.87919998,,Queenstown,,NA,"Co Sligo, Ireland New York, NY"
3rd,0,female,21,0,0,315087,8.66250038,,Southampton,,NA,
3rd,0,female,30,0,0,315084,8.66250038,,Southampton,,NA,
3rd,0,male,18,0,0,315091,8.66250038,,Southampton,,NA,
3rd,0,male,38,0,0,315089,8.66250038,,Southampton,,NA,Croatia
3rd,0,male,17,0,0,315093,8.66250038,,Southampton,,NA,
3rd,0,male,17,0,0,315086,8.66250038,,Southampton,,NA,
3rd,0,female,21,0,0,364846,7.75,,Queenstown,,NA,
3rd,0,male,21,0,0,364858,7.75,,Queenstown,,NA,"Ireland Philadelphia, PA"
3rd,0,male,21,0,0,A./5. 2152,8.05000019,,Southampton,,NA,
3rd,0,male,NA,1,0,2689,14.4582996,,Cherbourg,,NA,"Ottawa, ON"
3rd,0,female,NA,1,0,2689,14.4582996,,Cherbourg,,NA,"Ottawa, ON"
3rd,0,male,28,0,0,350042,7.79580021,,Southampton,,NA,"Dagsas, Sweden Fower, MN"
3rd,0,male,24,0,0,350409,7.85419989,,Southampton,,NA,"Goteborg, Sweden Huntley, IL"
3rd,1,female,16,0,0,367231,7.75,,Queenstown,16,NA,"Co Longford, Ireland New York,"
3rd,0,female,37,0,0,368364,7.75,,Queenstown,,NA,"Co Sligo, Ireland Hartford, CT"
3rd,0,male,28,0,0,392095,7.25,,Southampton,,NA,"St Denys, Southampton, Hants"
3rd,0,male,24,0,0,343275,8.05000019,,Southampton,,NA,London
3rd,0,male,21,0,0,A/5. 13032,7.73330021,,Queenstown,,NA,"Ireland New York, NY"
3rd,1,male,32,0,0,1601,56.4958,,Southampton,C,NA,"Hong Kong New York, NY"
3rd,0,male,29,0,0,343276,8.05000019,,Southampton,,NA,
3rd,0,male,26,1,0,2680,14.4541998,,Cherbourg,,NA,Greece
3rd,0,male,18,1,0,2680,14.4541998,,Cherbourg,,NA,Greece
3rd,0,male,20,0,0,SOTON/O.Q. 3101307,7.05000019,,Southampton,,NA,Portugal
3rd,1,male,18,0,0,A/5 3540,8.05000019,,Southampton,12,NA,"London Brooklyn, NY"
3rd,0,male,24,0,0,371109,7.25,,Queenstown,,NA,"Co Limerick, Ireland Sherbrooke"
3rd,0,male,36,0,0,349210,7.49580002,,Southampton,,NA,"Bulgaria Chicago, IL"
3rd,0,male,24,0,0,349209,7.49580002,,Southampton,,NA,
3rd,0,male,31,0,0,21332,7.73330021,,Queenstown,,NA,"Philadelphia, PA"
3rd,0,male,31,0,0,335097,7.75,,Queenstown,,NA,"Ireland Brooklyn, NY"
3rd,1,female,22,0,0,370373,7.75,,Queenstown,13,NA,Ireland
3rd,0,female,30,0,0,330972,7.62919998,,Queenstown,,NA,Ireland
3rd,0,male,70.5,0,0,370369,7.75,,Queenstown,,171,
3rd,0,male,43,0,0,A/5 3536,8.05000019,,Southampton,,NA,
3rd,0,male,35,0,0,349230,7.89580011,,Southampton,,NA,Austria
3rd,0,male,27,0,0,349229,7.89580011,,Southampton,,NA,Austria
3rd,0,male,19,0,0,349231,7.89580011,,Southampton,,NA,Austria
3rd,0,male,30,0,0,SOTON/OQ 392090,8.05000019,,Southampton,,NA,London
3rd,1,male,9,1,1,C.A. 37671,15.8999996,,Southampton,2,NA,"England Brooklyn, NY"
3rd,1,male,3,1,1,C.A. 37671,15.8999996,,Southampton,2,NA,"England Brooklyn, NY"
3rd,1,female,36,0,2,C.A. 37671,15.8999996,,Southampton,2,NA,"England Brooklyn, NY"
3rd,0,male,59,0,0,364500,7.25,,Southampton,,NA,"Merrill, WI"
3rd,0,male,19,0,0,S.P. 3464,8.1583004,,Southampton,,NA,"Bristol, England Cleveland, OH"
3rd,1,female,17,0,1,371362,16.1000004,,Southampton,12,NA,"Bournemouth, England Newark, NJ"
3rd,0,male,44,0,1,371362,16.1000004,,Southampton,,NA,"Bournemouth, England Newark, NJ"
3rd,0,male,17,0,0,315090,8.66250038,,Southampton,,NA,Austria-Hungary
3rd,0,male,22.5,0,0,2698,7.2249999,,Cherbourg,,9,
3rd,1,male,45,0,0,7598,8.05000019,,Southampton,15,NA,"Australia Fingal, ND"
3rd,0,female,22,0,0,7552,10.5166998,,Southampton,,NA,"Norrlot, Sweden Chicago, IL"
3rd,0,male,19,0,0,349228,10.1708002,,Southampton,,NA,Austria
3rd,1,female,30,0,0,382650,6.94999981,,Queenstown,15,NA,"Co Athlone, Ireland New York, N"
3rd,1,male,29,0,0,382651,7.75,,Queenstown,13 15 B,NA,"Co Athlone, Ireland New York, N"
3rd,0,male,0.333299994,0,2,347080,14.3999996,,Southampton,,NA,"Stanton, IA"
3rd,0,male,34,1,1,347080,14.3999996,,Southampton,,197,"Stanton, IA"
3rd,0,female,28,1,1,347080,14.3999996,,Southampton,,NA,"Stanton, IA"
3rd,0,male,27,0,0,349219,7.89580011,,Southampton,,NA,"Bulgaria Chicago, IL"
3rd,0,male,25,0,0,349203,7.89580011,,Southampton,,NA,"Bulgaria Chicago, IL"
3rd,0,male,24,2,0,A/4 48871,24.1499996,,Southampton,,NA,"West Bromwich, England Pontiac,"
3rd,0,male,22,0,0,SC/A4 23568,8.05000019,,Southampton,,NA,
3rd,0,male,21,2,0,A/4 48871,24.1499996,,Southampton,,NA,"West Bromwich, England Pontiac,"
3rd,0,male,17,2,0,A/4 48873,8.05000019,,Southampton,,NA,"West Bromwich, England Pontiac,"
3rd,0,male,NA,1,0,386525,16.1000004,,Southampton,,NA,"Liverpool, England Bedford, OH"
3rd,1,female,NA,1,0,386525,16.1000004,,Southampton,16,NA,"Liverpool, England Bedford, OH"
3rd,1,male,36.5,1,0,345572,17.3999996,,Southampton,15,NA,"Tampico, MT"
3rd,1,female,36,1,0,345572,17.3999996,,Southampton,13,NA,"Tampico, MT"
3rd,1,male,30,0,0,345774,9.5,,Southampton,11,NA,"Belgium Detroit, MI"
3rd,0,male,16,0,0,345778,9.5,,Southampton,,NA,
3rd,1,male,1,1,2,C.A. 2315,20.5750008,,Southampton,10,NA,"Devon, England Wichita, KS"
3rd,1,female,0.166700006,1,2,C.A. 2315,20.5750008,,Southampton,10,NA,"Devon, England Wichita, KS"
3rd,0,male,26,1,2,C.A. 2315,20.5750008,,Southampton,,NA,"Devon, England Wichita, KS"
3rd,1,female,33,1,2,C.A. 2315,20.5750008,,Southampton,10,NA,"Devon, England Wichita, KS"
3rd,0,male,25,0,0,349250,7.89580011,,Southampton,,NA,
3rd,0,male,NA,0,0,349238,7.89580011,,Southampton,,NA,
3rd,0,male,NA,0,0,349225,7.89580011,,Southampton,,NA,"Bulgaria Coon Rapids, IA"
3rd,0,male,22,0,0,A/5 21172,7.25,,Southampton,,NA,
3rd,0,male,36,0,0,A/5 21175,7.25,,Southampton,,NA,
3rd,1,female,19,0,0,330958,7.87919998,,Queenstown,C,NA,"Kilmacowen, Co Sligo, Ireland N"
3rd,0,male,17,0,0,349232,7.89580011,,Southampton,,NA,
3rd,0,male,42,0,0,315088,8.66250038,,Southampton,,NA,
3rd,0,male,43,0,0,349226,7.89580011,,Southampton,,NA,
3rd,0,male,NA,0,0,2686,7.22919989,,Cherbourg,,NA,
3rd,0,male,32,0,0,370376,7.75,,Queenstown,,NA,"Ireland New York, NY"
3rd,1,male,19,0,0,A/5. 10482,8.05000019,,Southampton,B,NA,"England Oglesby, IL"
3rd,1,female,30,0,0,364516,12.4750004,,Southampton,13,NA,"Union Hill, NJ"
3rd,0,female,24,0,0,368702,7.75,,Queenstown,,NA,"Ireland New York, NY"
3rd,1,female,23,0,0,SOTON/OQ 392083,8.05000019,,Southampton,,NA,"London New York, NY"
3rd,0,male,33,0,0,349241,7.89580011,,Cherbourg,,51,"Austria Niagara Falls, NY"
3rd,0,male,65,0,0,336439,7.75,,Queenstown,,NA,
3rd,1,male,24,0,0,S.O./P.P. 752,7.55000019,,Southampton,D,NA,"England Albion, NY"
3rd,0,male,23,1,0,347072,13.8999996,,Southampton,,NA,"West Haven, CT"
3rd,1,female,22,1,0,347072,13.8999996,,Southampton,16,NA,"West Haven, CT"
3rd,0,male,18,0,0,349912,7.7750001,,Southampton,,NA,"Tofta, Sweden Joliet, IL"
3rd,0,male,16,0,0,347074,7.7750001,,Southampton,,NA,"Karberg, Sweden Jerome Junction"
3rd,0,male,45,0,0,347061,6.9749999,,Southampton,,NA,"Effington Rut, SD"
3rd,0,male,NA,0,0,2674,7.2249999,,Cherbourg,,NA,
3rd,0,male,39,0,2,2675,7.22919989,,Cherbourg,,NA,"Syria Ottawa, ON"
3rd,0,male,17,1,1,2690,7.22919989,,Cherbourg,,NA,
3rd,0,male,15,1,1,2695,7.22919989,,Cherbourg,,NA,Syria
3rd,0,male,47,0,0,A/5 3902,7.25,,Southampton,,NA,"Illinois, USA"
3rd,1,female,5,0,0,364516,12.4750004,,Southampton,13,NA,"New York, NY"
3rd,0,male,NA,0,0,2631,7.2249999,,Cherbourg,,NA,
3rd,0,male,40.5,0,0,C.A. 6212,15.1000004,,Southampton,,187,
3rd,0,male,40.5,0,0,367232,7.75,,Queenstown,,68,"Aughnacliff, Co Longford, Irela"
3rd,1,male,NA,0,0,SOTON/O.Q. 3101308,7.05000019,,Southampton,15,NA,"Italy Philadelphia, PA"
3rd,0,male,18,0,0,350036,7.79580021,,Southampton,,NA,
3rd,0,female,NA,0,0,364859,7.75,,Queenstown,,NA,
3rd,0,male,NA,0,0,364851,7.75,,Queenstown,,NA,
3rd,0,male,NA,0,0,368323,6.94999981,,Queenstown,,NA,
3rd,0,male,26,0,0,330910,7.87919998,,Queenstown,,NA,"Ireland Chicago, IL"
3rd,0,male,NA,0,0,365235,7.75,,Queenstown,,NA,Ireland
3rd,1,male,NA,0,0,1601,56.4958,,Southampton,13,NA,"Hong Kong New York, NY"
3rd,0,female,21,2,2,W./C. 6608,34.375,,Southampton,,NA,"Rotherfield, Sussex, England Es"
3rd,0,female,9,2,2,W./C. 6608,34.375,,Southampton,,NA,"Rotherfield, Sussex, England Es"
3rd,0,male,NA,0,0,A/5 1478,8.05000019,,Southampton,,NA,"Bridgwater, Somerset, England"
3rd,0,male,18,2,2,W./C. 6608,34.375,,Southampton,,NA,"Rotherfield, Sussex, England Es"
3rd,0,male,16,1,3,W./C. 6608,34.375,,Southampton,,NA,"Rotherfield, Sussex, England Es"
3rd,0,female,48,1,3,W./C. 6608,34.375,,Southampton,,NA,"Rotherfield, Sussex, England Es"
3rd,0,male,NA,0,0,368573,7.75,,Queenstown,,NA,"Ireland New York, NY"
3rd,0,male,NA,0,0,SOTON/O.Q. 3101314,7.25,,Southampton,,NA,
3rd,0,male,25,0,0,36864,7.74170017,,Queenstown,,NA,"New York, NY"
3rd,0,male,NA,0,0,358585,14.5,,Southampton,,NA,
3rd,0,male,NA,0,0,349254,7.89580011,,Cherbourg,,NA,
3rd,0,male,22,0,0,14973,8.05000019,,Southampton,,47,
3rd,1,female,16,0,0,35851,7.73330021,,Queenstown,16,NA,"Co Longford, Ireland New York,"
3rd,1,female,NA,0,0,335677,7.75,,Queenstown,13,NA,"Co Clare, Ireland Washington, D"
3rd,1,male,9,0,2,363291,20.5249996,,Southampton,C D,NA,"Strood, Kent, England Detroit,"
3rd,0,male,33,1,1,363291,20.5249996,,Southampton,,NA,"Strood, Kent, England Detroit,"
3rd,0,male,41,0,0,SOTON/O.Q. 3101263,7.8499999,,Southampton,,NA,"Philadelphia, PA"
3rd,1,female,31,1,1,363291,20.5249996,,Southampton,C D,NA,"Strood, Kent, England Detroit,"
3rd,0,male,38,0,0,SOTON/O.Q. 3101306,7.05000019,,Southampton,,NA,Portugal
3rd,0,male,9,5,2,CA 2144,46.9000015,,Southampton,,NA,"Wiltshire, England Niagara Fall"
3rd,0,male,1,5,2,CA 2144,46.9000015,,Southampton,,NA,"Wiltshire, England Niagara Fall"
3rd,0,male,11,5,2,CA 2144,46.9000015,,Southampton,,NA,"Wiltshire, England Niagara Fall"
3rd,0,female,10,5,2,CA 2144,46.9000015,,Southampton,,NA,"Wiltshire, England Niagara Fall"
3rd,0,female,16,5,2,CA 2144,46.9000015,,Southampton,,NA,"Wiltshire, England Niagara Fall"
3rd,0,male,14,5,2,CA 2144,46.9000015,,Southampton,,NA,"Wiltshire, England Niagara Fall"
3rd,0,male,40,1,6,CA 2144,46.9000015,,Southampton,,NA,"Wiltshire, England Niagara Fall"
3rd,0,female,43,1,6,CA 2144,46.9000015,,Southampton,,NA,"Wiltshire, England Niagara Fall"
3rd,0,male,51,0,0,21440,8.05000019,,Southampton,,NA,"Dorking, Surrey, England"
3rd,0,male,32,0,0,8471,8.36250019,,Southampton,,NA,"Foresvik, Norway Portland, ND"
3rd,0,male,NA,0,0,376563,8.05000019,,Southampton,,NA,
3rd,0,male,20,0,0,7534,9.8458004,,Southampton,,NA,"Waukegan, Chicago, IL"
3rd,0,male,37,2,0,3101276,7.92500019,,Southampton,,98,"Ruotsinphytaa, Finland New York"
3rd,0,male,28,2,0,3101277,7.92500019,,Southampton,,NA,"Ruotsinphytaa, Finland New York"
3rd,0,male,19,0,0,347069,7.7750001,,Southampton,,NA,"Myren, Sweden New York, NY"
3rd,0,female,24,0,0,349236,8.85000038,,Southampton,,NA,
3rd,0,female,17,0,0,AQ/3. 30631,7.73330021,,Queenstown,,NA,
3rd,0,male,NA,1,0,65303,19.9666996,,Southampton,,NA,
3rd,0,male,NA,1,0,65304,19.9666996,,Southampton,,NA,
3rd,0,male,28,1,0,STON/O2. 3101279,15.8500004,,Southampton,,NA,
3rd,1,female,24,1,0,STON/O2. 3101279,15.8500004,,Southampton,15,NA,
3rd,0,male,20,0,0,345769,9.5,,Southampton,,NA,
3rd,0,male,23.5,0,0,2693,7.22919989,,Cherbourg,,188,
3rd,0,male,41,2,0,350026,14.1083002,,Southampton,,NA,
3rd,0,male,26,1,0,350025,7.85419989,,Southampton,,NA,
3rd,0,male,21,0,0,350029,7.85419989,,Southampton,,69,
3rd,1,female,45,1,0,350026,14.1083002,,Southampton,11,NA,
3rd,0,female,NA,0,0,W./C. 6609,7.55000019,,Southampton,,NA,
3rd,0,male,25,0,0,374887,7.25,,Southampton,B,NA,
3rd,0,male,NA,0,0,394140,6.85830021,,Queenstown,,NA,
3rd,0,male,11,0,0,2699,18.7875004,,Cherbourg,,NA,
3rd,1,female,NA,0,0,370375,7.75,,Queenstown,16,NA,
3rd,1,male,27,0,0,347089,6.9749999,,Southampton,15,NA,
3rd,1,male,NA,0,0,1601,56.4958,,Southampton,C,NA,
3rd,0,female,18,0,0,365226,6.75,,Queenstown,,NA,
3rd,1,female,26,0,0,STON/O2. 3101282,7.92500019,,Southampton,,NA,
3rd,0,female,23,0,0,STON/O2. 3101290,7.92500019,,Southampton,,NA,
3rd,1,female,22,0,0,7548,8.96249962,,Southampton,C,NA,
3rd,0,male,28,0,0,349243,7.89580011,,Southampton,,306,
3rd,0,female,28,0,0,347086,7.7750001,,Southampton,,NA,
3rd,0,female,NA,0,0,382649,7.75,,Queenstown,,NA,
3rd,1,female,2,0,1,3101298,12.2875004,,Southampton,15,NA,
3rd,1,female,22,1,1,3101298,12.2875004,,Southampton,15,NA,
3rd,0,male,43,0,0,C 7075,6.44999981,,Southampton,,NA,
3rd,0,male,28,0,0,C 4001,22.5249996,,Southampton,,NA,
3rd,1,female,27,0,0,STON/O2. 3101283,7.92500019,,Southampton,,NA,
3rd,0,male,NA,0,0,370377,7.75,,Queenstown,,NA,
3rd,1,female,NA,0,0,A. 2. 39186,8.05000019,,Southampton,C,NA,
3rd,0,male,42,0,0,348121,7.6500001,F G63,Southampton,,120,
3rd,1,male,NA,0,0,3470,7.88749981,,Southampton,C,NA,
3rd,0,male,30,0,0,2685,7.22919989,,Cherbourg,,NA,
3rd,0,male,NA,0,0,349220,7.89580011,,Southampton,,NA,
3rd,0,female,27,1,0,STON/O2. 3101270,7.92500019,,Southampton,,NA,
3rd,0,female,25,1,0,STON/O2. 3101271,7.92500019,,Southampton,,NA,
3rd,0,male,NA,0,0,349201,7.89580011,,Southampton,,NA,
3rd,1,male,29,0,0,349240,7.89580011,,Cherbourg,15,NA,
3rd,1,male,21,0,0,350034,7.79580021,,Southampton,A,NA,
3rd,0,male,NA,0,0,SOTON/O.Q. 3101305,7.05000019,,Southampton,,NA,
3rd,0,male,20,0,0,350050,7.85419989,,Southampton,,NA,
3rd,0,male,48,0,0,350047,7.85419989,,Southampton,,NA,
3rd,0,male,17,1,0,350048,7.05420017,,Southampton,,NA,
3rd,1,female,NA,0,0,14313,7.75,,Queenstown,D,NA,
3rd,1,male,NA,0,0,65306,8.11250019,,Southampton,13,NA,
3rd,0,male,34,0,0,3101264,6.49580002,,Southampton,,143,
3rd,1,male,26,0,0,347070,7.7750001,,Southampton,15,NA,
3rd,0,male,22,0,0,350052,7.79580021,,Southampton,,156,
3rd,0,male,33,0,0,7540,8.6541996,,Southampton,,285,
3rd,0,male,31,0,0,347063,7.7750001,,Southampton,,NA,
3rd,0,male,29,0,0,347467,7.85419989,,Southampton,,NA,
3rd,1,male,4,1,1,347742,11.1332998,,Southampton,15,NA,
3rd,1,female,1,1,1,347742,11.1332998,,Southampton,15,NA,
3rd,0,male,49,0,0,LINE,0,,Southampton,,NA,
3rd,0,male,33,0,0,347062,7.7750001,,Southampton,,37,
3rd,0,male,19,0,0,LINE,0,,Southampton,,NA,
3rd,1,female,27,0,2,347742,11.1332998,,Southampton,15,NA,
3rd,0,male,NA,1,2,W./C. 6607,23.4500008,,Southampton,,NA,
3rd,0,female,NA,1,2,W./C. 6607,23.4500008,,Southampton,,NA,
3rd,0,male,NA,1,2,W./C. 6607,23.4500008,,Southampton,,NA,
3rd,0,female,NA,1,2,W./C. 6607,23.4500008,,Southampton,,NA,
3rd,0,male,23,0,0,349204,7.89580011,,Southampton,,NA,
3rd,1,male,32,0,0,350417,7.85419989,,Southampton,15,NA,
3rd,0,male,27,0,0,350408,7.85419989,,Southampton,,NA,
3rd,0,female,20,1,0,4136,9.82499981,,Southampton,,NA,
3rd,0,female,21,1,0,4137,9.82499981,,Southampton,,NA,
3rd,1,male,32,0,0,STON/O 2. 3101286,7.92500019,,Southampton,15,NA,
3rd,0,male,17,0,0,STON/O 2. 3101274,7.125,,Southampton,,NA,
3rd,0,male,21,0,0,8475,8.43330002,,Southampton,,NA,
3rd,0,male,30,0,0,349246,7.89580011,,Southampton,,NA,
3rd,1,male,21,0,0,350053,7.79580021,,Southampton,13,NA,
3rd,0,male,33,0,0,347465,7.85419989,,Southampton,,NA,
3rd,0,male,22,0,0,350060,7.52080011,,Southampton,,NA,
3rd,1,female,4,0,1,349256,13.4167004,,Cherbourg,15,NA,
3rd,1,male,39,0,1,349256,13.4167004,,Cherbourg,15,NA,
3rd,0,male,NA,0,0,2700,7.22919989,,Cherbourg,,NA,
3rd,0,male,18.5,0,0,2682,7.22919989,,Cherbourg,,58,
3rd,0,male,NA,0,0,12460,7.75,,Queenstown,,NA,
3rd,0,male,NA,0,0,323592,7.25,,Southampton,A,NA,
3rd,1,female,NA,0,0,9234,7.75,,Queenstown,16,NA,
3rd,1,female,NA,0,0,14312,7.75,,Queenstown,D,NA,
3rd,0,male,34.5,0,0,330911,7.82919979,,Queenstown,,70,
3rd,0,male,44,0,0,363592,8.05000019,,Southampton,,NA,
3rd,1,male,NA,0,0,368783,7.75,,Queenstown,,NA,
3rd,0,male,NA,1,0,2660,14.4541998,,Cherbourg,,NA,
3rd,0,female,NA,1,0,2660,14.4541998,,Cherbourg,,NA,
3rd,0,male,NA,1,0,367227,7.75,,Queenstown,,NA,
3rd,0,male,NA,1,0,367229,7.75,,Queenstown,,NA,
3rd,0,male,NA,0,0,36865,7.73750019,,Queenstown,,NA,
3rd,0,female,22,2,0,315152,8.66250038,,Southampton,,NA,
